AGE,STATUS,EDUCATION,YEARS,PROFESSION,CAPITALGAINS,CAPITALLOSS,HOURSPERWEEK,NATIVE,SALARYVALUE,ZODIAK
20,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,12.77,Gemini
33,Private,Bachelors,13,Sales,7688,0,40,United-States,403.56,Libra
30,Private,Some-college,10,Adm-clerical,0,0,40,United-States,45.08,Aquarius
43,Local-gov,Some-college,10,Protective-serv,0,0,40,United-States,12.10,Aquarius
23,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,35.96,Leo
34,Private,Bachelors,13,Exec-managerial,0,0,40,?,31.89,Aquarius
25,Private,Some-college,10,Adm-clerical,0,0,40,United-States,28.66,Pisces 
50,Private,HS-grad,9,Prof-specialty,0,0,40,United-States,102.20,Gemini
44,Private,Masters,14,Exec-managerial,0,0,40,United-States,181.58,Aquarius
26,Private,Some-college,10,Prof-specialty,0,0,40,United-States,25.94,Leo
35,Private,Doctorate,16,Prof-specialty,0,0,40,United-States,182.83,Libra
48,Self-emp-not-inc,HS-grad,9,Prof-specialty,0,0,40,United-States,22.81,Leo
26,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,23.17,Virgo
41,Local-gov,Masters,14,Prof-specialty,0,0,40,United-States,22.68,Gemini
25,Private,Bachelors,13,Other-service,0,0,40,United-States,35.92,Taurus
33,Private,Assoc-voc,11,Prof-specialty,0,0,40,United-States,30.82,Capricorn
24,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,42.82,Cancer
31,Private,Bachelors,13,Adm-clerical,287035,0,40,United-States,38.87,Scorpio
24,Local-gov,Assoc-acdm,12,Prof-specialty,0,0,40,United-States,34.06,Pisces 
41,Private,9th,5,Priv-house-serv,0,0,40,Columbia,18.15,Taurus
38,Local-gov,Some-college,10,Craft-repair,0,0,40,United-States,36.11,Sagittarius
19,Private,HS-grad,9,Craft-repair,0,0,40,United-States,25.75,Libra
19,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,47.13,Pisces 
24,Private,HS-grad,9,Other-service,0,0,40,United-States,38.98,Cancer
59,?,Bachelors,13,?,0,0,40,United-States,43.95,Capricorn
67,Private,Masters,14,Exec-managerial,0,0,40,United-States,146.36,Taurus
49,Private,10th,6,Machine-op-inspct,0,0,40,United-States,18.27,Pisces 
35,Private,Assoc-voc,11,Tech-support,0,0,40,United-States,158.83,Leo
44,Private,Some-college,10,Exec-managerial,0,0,40,United-States,100.60,Virgo
58,?,Some-college,10,?,99999,0,40,United-States,414.65,Capricorn
22,Private,Assoc-acdm,12,Protective-serv,0,0,40,United-States,13.37,Leo
21,State-gov,Some-college,10,Exec-managerial,0,0,40,United-States,16.87,Taurus
50,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,16.79,Taurus
44,Local-gov,Assoc-acdm,12,Prof-specialty,216773,0,40,United-States,14.06,Scorpio
36,Local-gov,Some-college,10,Adm-clerical,221147,0,40,United-States,22.60,Scorpio
30,Federal-gov,Some-college,10,Adm-clerical,7298,0,40,Cuba,304.73,Capricorn
52,Private,HS-grad,9,Sales,0,0,40,United-States,113.57,Virgo
35,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,40,United-States,40.39,Taurus
48,Local-gov,Assoc-voc,11,Protective-serv,0,0,40,United-States,29.40,Libra
23,Private,HS-grad,9,Sales,0,2377,40,United-States,13.77,Virgo
37,Private,Masters,14,Sales,0,0,40,United-States,44.23,Pisces 
44,Self-emp-inc,Masters,14,Prof-specialty,0,2415,40,United-States,48.80,Cancer
44,Private,HS-grad,9,Transport-moving,0,0,40,United-States,101.32,Capricorn
36,Private,Bachelors,13,Prof-specialty,0,10131,40,United-States,43.44,Virgo
26,State-gov,Some-college,10,Exec-managerial,0,0,40,United-States,15.19,Cancer
31,Self-emp-inc,Bachelors,13,Prof-specialty,0,0,40,United-States,79.38,Aquarius
23,?,HS-grad,9,?,0,0,40,England,47.39,Gemini
29,Private,HS-grad,9,Craft-repair,0,0,40,United-States,22.13,Leo
53,Private,HS-grad,9,Craft-repair,0,0,40,United-States,11.59,Libra
52,Private,Assoc-voc,11,Exec-managerial,0,11368,40,United-States,29.96,Virgo
55,Private,HS-grad,9,Handlers-cleaners,0,1887,40,United-States,293.11,Virgo
31,Private,10th,6,Sales,0,0,40,United-States,16.49,Libra
19,?,HS-grad,9,?,0,0,40,United-States,28.87,Capricorn
64,?,HS-grad,9,?,0,0,40,United-States,27.47,Cancer
55,Private,HS-grad,9,Sales,0,0,40,United-States,36.83,Taurus
48,Private,Masters,14,Prof-specialty,0,10520,40,United-States,148.45,Virgo
20,Private,HS-grad,9,Craft-repair,0,0,40,United-States,47.19,Libra
50,Local-gov,HS-grad,9,Adm-clerical,7298,0,40,United-States,397.86,Leo
45,Self-emp-inc,Bachelors,13,Exec-managerial,0,0,40,United-States,11.79,Pisces 
17,Private,10th,6,Handlers-cleaners,0,0,40,El-Salvador,35.56,Leo
38,Private,HS-grad,9,Other-service,0,0,40,United-States,32.03,Virgo
43,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,168.95,Virgo
22,Private,HS-grad,9,Craft-repair,0,0,40,United-States,49.32,Cancer
63,Private,HS-grad,9,Craft-repair,0,0,40,United-States,49.37,Taurus
36,Private,Bachelors,13,Exec-managerial,0,10535,40,United-States,11.07,Virgo
56,Private,Bachelors,13,Prof-specialty,231141,0,40,United-States,182.20,Scorpio
43,State-gov,Prof-school,15,Prof-specialty,0,0,40,United-States,45.48,Gemini
41,Private,Bachelors,13,Tech-support,0,11429,40,United-States,143.78,Virgo
41,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,34.35,Virgo
36,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,48.98,Gemini
59,Private,Doctorate,16,Prof-specialty,0,0,40,United-States,100.88,Sagittarius
46,Local-gov,Assoc-acdm,12,Exec-managerial,0,10137,40,United-States,120.07,Virgo
23,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,17.56,Capricorn
46,Self-emp-not-inc,Some-college,10,Prof-specialty,0,0,40,United-States,30.74,Cancer
53,Private,Bachelors,13,Adm-clerical,0,1902,40,United-States,991.04,Gemini
47,Private,HS-grad,9,Machine-op-inspct,0,0,40,Puerto-Rico,17.97,Leo
46,Federal-gov,Masters,14,Prof-specialty,0,0,40,United-States,15.44,Libra
47,Private,HS-grad,9,Craft-repair,0,0,40,United-States,176.11,Pisces 
29,Private,HS-grad,9,Machine-op-inspct,0,1887,40,United-States,59.79,Virgo
32,Private,Assoc-voc,11,Exec-managerial,0,0,40,United-States,34.35,Gemini
90,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,25.51,Sagittarius
63,Private,Bachelors,13,Craft-repair,0,10003,40,?,22.85,Virgo
23,Private,Assoc-voc,11,Prof-specialty,0,0,40,United-States,45.02,Aquarius
76,?,Bachelors,13,?,0,0,40,United-States,27.74,Capricorn
23,Private,Assoc-voc,11,Adm-clerical,265331,0,40,United-States,16.87,Scorpio
44,Private,Some-college,10,Adm-clerical,0,0,40,Mexico,77.61,Taurus
81,Self-emp-inc,10th,6,Exec-managerial,2936,0,40,United-States,452.42,Pisces 
17,Private,10th,6,Other-service,0,0,40,United-States,10.32,Cancer
56,Private,Assoc-voc,11,Tech-support,0,0,40,United-States,44.01,Aquarius
58,Federal-gov,10th,6,Craft-repair,0,0,40,United-States,48.66,Virgo
45,Private,Bachelors,13,Adm-clerical,273601,0,40,United-States,115.72,Scorpio
25,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,44.89,Gemini
36,Private,Bachelors,13,Prof-specialty,0,0,40,Philippines,127.56,Capricorn
32,Private,Assoc-voc,11,Tech-support,0,0,40,United-States,198.21,Libra
25,Private,HS-grad,9,Other-service,0,0,40,United-States,31.36,Gemini
29,Federal-gov,Some-college,10,Adm-clerical,0,0,40,United-States,179.81,Sagittarius
23,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,19.03,Capricorn
41,Private,Masters,14,Prof-specialty,0,0,40,United-States,179.55,Capricorn
48,State-gov,Bachelors,13,Exec-managerial,0,0,40,United-States,113.51,Leo
29,Private,HS-grad,9,Transport-moving,0,0,40,United-States,44.86,Libra
27,?,Masters,14,?,0,0,40,Taiwan,23.50,Leo
55,Private,Some-college,10,Craft-repair,0,0,40,United-States,37.83,Taurus
30,Private,11th,7,Handlers-cleaners,0,1651,40,Vietnam,33.26,Capricorn
45,Private,Some-college,10,Other-service,0,0,40,United-States,17.01,Leo
50,Private,HS-grad,9,Craft-repair,0,0,40,Puerto-Rico,29.46,Gemini
22,Private,HS-grad,9,Craft-repair,0,0,40,United-States,44.67,Cancer
80,Local-gov,HS-grad,9,Other-service,0,0,40,United-States,45.89,Capricorn
30,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,45.84,Taurus
20,Private,Some-college,10,Sales,0,0,40,United-States,48.14,Taurus
29,Self-emp-not-inc,HS-grad,9,Sales,0,0,40,United-States,35.59,Gemini
56,Private,Some-college,10,Machine-op-inspct,0,0,40,United-States,46.52,Taurus
63,Private,Bachelors,13,Adm-clerical,0,0,40,United-States,11.37,Leo
20,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,49.27,Cancer
38,State-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,47.22,Cancer
31,Private,HS-grad,9,Craft-repair,0,0,40,United-States,32.05,Leo
21,Private,Some-college,10,Sales,0,0,40,United-States,35.59,Sagittarius
47,Private,10th,6,Machine-op-inspct,0,0,40,United-States,183.94,Taurus
25,Local-gov,Bachelors,13,Tech-support,0,12963,40,Vietnam,36.02,Virgo
31,Private,Some-college,10,Adm-clerical,0,0,40,United-States,42.20,Libra
28,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,45.57,Leo
38,Private,HS-grad,9,Transport-moving,0,0,40,United-States,46.15,Cancer
30,Local-gov,Bachelors,13,Protective-serv,0,0,40,United-States,47.89,Libra
39,Self-emp-inc,HS-grad,9,Exec-managerial,0,1977,40,United-States,669.63,Cancer
27,Private,Bachelors,13,Prof-specialty,0,0,40,?,20.54,Leo
26,Private,Some-college,10,Exec-managerial,0,0,40,United-States,22.04,Capricorn
47,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,21.63,Cancer
27,Self-emp-not-inc,HS-grad,9,Craft-repair,0,2258,40,United-States,40.53,Pisces 
43,Private,Some-college,10,Protective-serv,0,0,40,United-States,22.36,Sagittarius
32,Local-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,40.42,Libra
20,Private,Some-college,10,Sales,0,0,40,Philippines,37.60,Leo
21,Local-gov,12th,8,Handlers-cleaners,0,0,40,United-States,35.30,Taurus
32,Private,Assoc-voc,11,Prof-specialty,0,0,40,United-States,46.69,Capricorn
37,Private,Assoc-voc,11,Machine-op-inspct,0,0,40,United-States,29.27,Capricorn
45,Private,HS-grad,9,Craft-repair,0,0,40,Vietnam,28.09,Sagittarius
37,Self-emp-inc,Assoc-acdm,12,Sales,0,1887,40,United-States,399.27,Capricorn
54,?,9th,5,?,0,0,40,United-States,46.34,Gemini
24,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,19.65,Pisces 
28,?,11th,7,?,0,0,40,United-States,46.57,Capricorn
23,Private,Some-college,10,Farming-fishing,0,0,40,United-States,48.51,Capricorn
54,?,HS-grad,9,?,0,0,40,United-States,15.28,Libra
40,Private,HS-grad,9,Machine-op-inspct,234717,0,40,United-States,191.33,Scorpio
38,Private,Some-college,10,Craft-repair,0,0,40,United-States,150.38,Sagittarius
71,Private,10th,6,Machine-op-inspct,0,0,40,United-States,29.88,Libra
51,Private,Some-college,10,Adm-clerical,0,0,40,United-States,34.21,Gemini
52,Self-emp-not-inc,Some-college,10,Adm-clerical,0,0,40,United-States,13.54,Virgo
30,Private,Bachelors,13,Sales,0,0,40,United-States,31.18,Pisces 
34,Private,HS-grad,9,Craft-repair,218550,0,40,United-States,453.28,Scorpio
38,Private,10th,6,Machine-op-inspct,0,0,40,United-States,29.73,Taurus
43,Federal-gov,Assoc-voc,11,Prof-specialty,13550,0,40,United-States,385.22,Gemini
43,Private,11th,7,Transport-moving,0,0,40,United-States,33.85,Gemini
36,Federal-gov,Some-college,10,Exec-managerial,13550,0,40,United-States,495.78,Aquarius
24,State-gov,Some-college,10,Adm-clerical,0,0,40,United-States,27.86,Gemini
29,?,1st-4th,2,?,0,0,40,Philippines,47.99,Leo
55,Private,10th,6,Other-service,0,0,40,United-States,38.04,Virgo
51,Private,Masters,14,Prof-specialty,241963,1902,40,United-States,415.81,Scorpio
43,Local-gov,HS-grad,9,Exec-managerial,0,0,40,United-States,43.37,Leo
28,Private,HS-grad,9,Protective-serv,0,0,40,United-States,47.30,Virgo
54,Private,Assoc-acdm,12,Sales,0,0,40,United-States,11.97,Capricorn
47,Private,Some-college,10,Prof-specialty,0,0,40,United-States,87.65,Sagittarius
47,Private,Bachelors,13,Sales,0,0,40,United-States,199.91,Leo
47,Private,Some-college,10,Other-service,0,0,40,United-States,112.96,Pisces 
38,Private,Some-college,10,Adm-clerical,6497,0,40,United-States,444.49,Taurus
60,Self-emp-not-inc,5th-6th,3,Farming-fishing,0,0,40,United-States,31.31,Virgo
19,Private,HS-grad,9,Sales,0,0,40,United-States,24.88,Cancer
22,Private,Some-college,10,Adm-clerical,0,0,40,United-States,18.58,Leo
55,Local-gov,Masters,14,Prof-specialty,231422,0,40,United-States,139.71,Scorpio
44,Private,Some-college,10,Sales,0,0,40,United-States,36.62,Leo
53,Self-emp-not-inc,1st-4th,2,Exec-managerial,7688,0,40,Italy,390.48,Pisces 
44,Local-gov,Masters,14,Prof-specialty,4386,0,40,United-States,465.33,Capricorn
28,Federal-gov,Bachelors,13,Protective-serv,0,0,40,United-States,32.25,Leo
30,Local-gov,Some-college,10,Transport-moving,0,0,40,United-States,28.62,Libra
39,Local-gov,HS-grad,9,Exec-managerial,0,0,40,United-States,31.09,Gemini
43,State-gov,HS-grad,9,Exec-managerial,0,0,40,United-States,46.61,Aquarius
24,Private,Bachelors,13,Sales,0,0,40,United-States,36.54,Pisces 
27,Local-gov,Assoc-voc,11,Protective-serv,0,0,40,United-States,27.02,Aquarius
64,Self-emp-not-inc,5th-6th,3,Farming-fishing,0,0,40,Canada,12.61,Pisces 
41,Local-gov,Some-college,10,Farming-fishing,0,0,40,United-States,160.62,Leo
28,Private,HS-grad,9,Transport-moving,0,0,40,United-States,36.47,Sagittarius
61,Private,HS-grad,9,Prof-specialty,0,0,40,United-States,45.61,Taurus
27,Private,11th,7,Machine-op-inspct,0,0,40,United-States,43.39,Sagittarius
49,Private,Some-college,10,Adm-clerical,0,0,40,United-States,48.62,Leo
20,Private,Some-college,10,Craft-repair,0,0,40,United-States,14.26,Cancer
41,Private,Bachelors,13,Prof-specialty,0,1876,40,United-States,27.69,Capricorn
28,Local-gov,HS-grad,9,Craft-repair,0,0,40,United-States,21.49,Aquarius
36,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,48.97,Pisces 
44,Self-emp-not-inc,Bachelors,13,Craft-repair,0,0,40,United-States,47.98,Libra
51,Private,Bachelors,13,Adm-clerical,7688,0,40,United-States,351.39,Leo
40,Private,Some-college,10,Prof-specialty,0,0,40,United-States,18.29,Aquarius
19,Private,HS-grad,9,Craft-repair,0,0,40,United-States,22.84,Capricorn
54,Private,Some-college,10,Prof-specialty,0,0,40,United-States,36.19,Aquarius
55,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,40,United-States,25.06,Taurus
57,Private,Assoc-voc,11,Prof-specialty,0,0,40,United-States,26.49,Sagittarius
29,Private,Some-college,10,Priv-house-serv,0,0,40,Guatemala,49.76,Leo
51,Private,HS-grad,9,Sales,0,0,40,United-States,11.24,Cancer
44,Private,HS-grad,9,Other-service,0,0,40,United-States,43.32,Leo
35,Local-gov,Assoc-voc,11,Protective-serv,0,0,40,United-States,49.93,Aquarius
40,Private,HS-grad,9,Transport-moving,0,0,40,United-States,18.72,Libra
46,Private,7th-8th,4,Other-service,0,0,40,United-States,18.47,Gemini
25,Private,Some-college,10,Craft-repair,0,0,40,United-States,162.12,Sagittarius
33,Private,Bachelors,13,Prof-specialty,0,1408,40,United-States,14.34,Libra
32,Private,Some-college,10,Machine-op-inspct,0,2205,40,Holand-Netherlands,10.44,Virgo
22,Private,HS-grad,9,Tech-support,0,0,40,United-States,34.62,Capricorn
39,Private,Some-college,10,Sales,0,0,40,Philippines,28.11,Pisces 
18,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,40,United-States,19.06,Leo
43,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,36.80,Capricorn
46,Private,HS-grad,9,Tech-support,0,0,40,United-States,19.67,Sagittarius
63,Private,Some-college,10,Sales,7298,0,40,United-States,498.41,Gemini
40,?,Some-college,10,?,272255,0,40,United-States,17.80,Scorpio
59,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,104.03,Libra
40,Local-gov,Masters,14,Prof-specialty,0,0,40,United-States,11.86,Pisces 
23,Private,HS-grad,9,Other-service,0,0,40,United-States,42.58,Libra
64,?,HS-grad,9,?,0,0,40,United-States,49.35,Virgo
36,Private,Assoc-voc,11,Sales,202683,0,40,United-States,43.77,Scorpio
48,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,20.97,Leo
43,Private,Some-college,10,Prof-specialty,0,0,40,United-States,120.89,Sagittarius
18,Private,10th,6,Other-service,0,0,40,United-States,14.06,Sagittarius
17,Private,11th,7,Craft-repair,0,0,40,United-States,43.03,Leo
36,Private,Prof-school,15,Prof-specialty,0,0,40,?,27.96,Sagittarius
53,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,173.64,Pisces 
36,State-gov,Some-college,10,Exec-managerial,0,0,40,United-States,41.67,Pisces 
20,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,37.11,Taurus
22,Private,Bachelors,13,Sales,0,0,40,United-States,28.48,Cancer
34,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,130.66,Cancer
39,Private,11th,7,Other-service,267167,0,40,United-States,48.96,Scorpio
57,Private,Some-college,10,Other-service,0,0,40,United-States,43.17,Sagittarius
30,Private,10th,6,Other-service,0,0,40,United-States,11.75,Sagittarius
37,Private,Prof-school,15,Prof-specialty,228420,0,40,United-States,132.74,Scorpio
51,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,114.70,Leo
38,Private,HS-grad,9,Transport-moving,0,0,40,United-States,46.94,Virgo
34,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,32.75,Aquarius
47,Federal-gov,HS-grad,9,Adm-clerical,0,0,40,Puerto-Rico,31.01,Virgo
28,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,40,United-States,29.03,Aquarius
25,Private,10th,6,Other-service,0,0,40,Nicaragua,49.69,Taurus
25,Private,Some-college,10,Exec-managerial,0,0,40,United-States,13.51,Sagittarius
50,Private,Masters,14,Exec-managerial,15024,0,40,United-States,326.81,Capricorn
50,Private,HS-grad,9,Craft-repair,0,0,40,United-States,191.42,Pisces 
43,Private,Bachelors,13,Craft-repair,207499,0,40,United-States,43.62,Scorpio
27,Private,HS-grad,9,Transport-moving,0,1876,40,United-States,37.71,Cancer
32,Private,HS-grad,9,Craft-repair,0,0,40,United-States,16.94,Taurus
44,Private,10th,6,Farming-fishing,0,0,40,United-States,15.16,Capricorn
19,Private,HS-grad,9,Sales,0,0,40,United-States,35.41,Capricorn
53,Self-emp-inc,Some-college,10,Exec-managerial,0,0,40,United-States,119.08,Pisces 
21,Private,HS-grad,9,Protective-serv,0,0,40,United-States,26.19,Cancer
26,Private,HS-grad,9,Transport-moving,217591,0,40,United-States,46.43,Scorpio
68,Private,HS-grad,9,Transport-moving,0,419,40,United-States,11.14,Gemini
31,Private,Some-college,10,Sales,0,2051,40,United-States,47.96,Gemini
32,Private,Bachelors,13,Exec-managerial,0,12911,40,United-States,715.73,Virgo
33,Private,Masters,14,Adm-clerical,0,0,40,United-States,10.82,Taurus
49,?,HS-grad,9,?,0,0,40,United-States,31.94,Taurus
24,Private,11th,7,Craft-repair,0,0,40,United-States,32.97,Gemini
30,Private,HS-grad,9,Sales,0,0,40,United-States,16.83,Libra
49,Private,HS-grad,9,Craft-repair,0,0,40,United-States,150.70,Sagittarius
18,Private,11th,7,Handlers-cleaners,0,0,40,United-States,12.02,Gemini
30,State-gov,Some-college,10,Adm-clerical,0,0,40,United-States,20.66,Gemini
51,Private,HS-grad,9,Craft-repair,0,0,40,United-States,37.28,Cancer
52,Private,Some-college,10,Prof-specialty,0,0,40,United-States,43.78,Cancer
52,Private,HS-grad,9,Other-service,0,0,40,United-States,37.77,Aquarius
23,Local-gov,HS-grad,9,Other-service,0,0,40,United-States,43.72,Gemini
23,Self-emp-not-inc,10th,6,Craft-repair,0,0,40,United-States,46.56,Sagittarius
36,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,22.02,Aquarius
19,Private,11th,7,Craft-repair,0,0,40,United-States,37.13,Leo
53,Self-emp-not-inc,HS-grad,9,Craft-repair,251194,0,40,United-States,35.45,Scorpio
17,Private,11th,7,Handlers-cleaners,0,0,40,United-States,30.75,Virgo
69,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,17.32,Gemini
46,Local-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,36.62,Sagittarius
33,Private,HS-grad,9,Tech-support,0,0,40,United-States,34.87,Virgo
40,Private,Some-college,10,Machine-op-inspct,0,0,40,United-States,34.59,Libra
56,Private,Some-college,10,Transport-moving,0,0,40,?,18.04,Virgo
29,Local-gov,Masters,14,Prof-specialty,0,0,40,United-States,28.25,Sagittarius
41,Private,Some-college,10,Adm-clerical,0,0,40,United-States,36.70,Libra
22,Private,HS-grad,9,Sales,0,0,40,United-States,20.02,Virgo
28,Private,7th-8th,4,Craft-repair,0,0,40,United-States,14.60,Leo
31,Private,Bachelors,13,Craft-repair,0,10954,40,United-States,40.55,Virgo
35,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,29.35,Sagittarius
38,Private,Some-college,10,Machine-op-inspct,0,0,40,United-States,23.52,Cancer
17,Private,10th,6,Other-service,0,0,40,United-States,12.07,Aquarius
39,Private,10th,6,Craft-repair,0,0,40,United-States,32.49,Capricorn
27,Self-emp-not-inc,Some-college,10,Other-service,0,0,40,United-States,43.85,Virgo
